id	name	parent_condition_group_id	date_created	date_modified
555	Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue	59	2018-02-10 05:15:39	2018-02-10 05:15:39
556	Malignant neoplasms of independent (primary) multiple sites	60	2018-02-10 05:15:39	2018-02-10 05:15:39
557	Carcinoma in situ of oral cavity, oesophagus and stomach	61	2018-02-10 05:15:39	2018-02-10 05:15:39
558	Carcinoma in situ of other and unspecified digestive organs	61	2018-02-10 05:15:39	2018-02-10 05:15:39
559	Carcinoma in situ of middle ear and respiratory system	61	2018-02-10 05:15:39	2018-02-10 05:15:39
560	Melanoma in situ	61	2018-02-10 05:15:39	2018-02-10 05:15:39
561	Carcinoma in situ of skin	61	2018-02-10 05:15:39	2018-02-10 05:15:39
562	Carcinoma in situ of breast	61	2018-02-10 05:15:39	2018-02-10 05:15:39
563	Carcinoma in situ of cervix uteri	61	2018-02-10 05:15:39	2018-02-10 05:15:39
564	Carcinoma in situ of other and unspecified genital organs	61	2018-02-10 05:15:39	2018-02-10 05:15:39
565	Carcinoma in situ of other and unspecified sites	61	2018-02-10 05:15:39	2018-02-10 05:15:39
566	Benign neoplasm of mouth and pharynx	62	2018-02-10 05:15:39	2018-02-10 05:15:39
567	Benign neoplasm of major salivary glands	62	2018-02-10 05:15:39	2018-02-10 05:15:39
568	Benign neoplasm of colon, rectum, anus and anal canal	62	2018-02-10 05:15:39	2018-02-10 05:15:39
569	Benign neoplasm of other and ill-defined parts of digestive system	62	2018-02-10 05:15:39	2018-02-10 05:15:39
570	Benign neoplasm of middle ear and respiratory system	62	2018-02-10 05:15:39	2018-02-10 05:15:39
571	Benign neoplasm of other and unspecified intrathoracic organs	62	2018-02-10 05:15:39	2018-02-10 05:15:39
572	Benign neoplasm of bone and articular cartilage	62	2018-02-10 05:15:39	2018-02-10 05:15:39
573	Benign lipomatous neoplasm	62	2018-02-10 05:15:39	2018-02-10 05:15:39
574	Haemangioma and lymphangioma, any site	62	2018-02-10 05:15:39	2018-02-10 05:15:39
575	Benign neoplasm of mesothelial tissue	62	2018-02-10 05:15:39	2018-02-10 05:15:39
576	Benign neoplasm of soft tissue of retroperitoneum and peritoneum	62	2018-02-10 05:15:39	2018-02-10 05:15:39
577	Other benign neoplasms of connective and other soft tissue	62	2018-02-10 05:15:39	2018-02-10 05:15:39
578	Melanocytic naevi	62	2018-02-10 05:15:39	2018-02-10 05:15:39
579	Other benign neoplasms of skin	62	2018-02-10 05:15:39	2018-02-10 05:15:39
580	Benign neoplasm of breast	62	2018-02-10 05:15:39	2018-02-10 05:15:39
581	Leiomyoma of uterus	62	2018-02-10 05:15:39	2018-02-10 05:15:39
582	Other benign neoplasms of uterus	62	2018-02-10 05:15:39	2018-02-10 05:15:39
583	Benign neoplasm of ovary	62	2018-02-10 05:15:39	2018-02-10 05:15:39
584	Benign neoplasm of other and unspecified female genital organs	62	2018-02-10 05:15:39	2018-02-10 05:15:39
585	Benign neoplasm of male genital organs	62	2018-02-10 05:15:39	2018-02-10 05:15:39
586	Benign neoplasm of urinary organs	62	2018-02-10 05:15:39	2018-02-10 05:15:39
587	Benign neoplasm of eye and adnexa	62	2018-02-10 05:15:39	2018-02-10 05:15:39
588	Benign neoplasm of meninges	62	2018-02-10 05:15:39	2018-02-10 05:15:39
589	Benign neoplasm of brain and other parts of central nervous system	62	2018-02-10 05:15:39	2018-02-10 05:15:39
590	Benign neoplasm of thyroid gland	62	2018-02-10 05:15:39	2018-02-10 05:15:39
591	Benign neoplasm of other and unspecified endocrine glands	62	2018-02-10 05:15:39	2018-02-10 05:15:39
592	Benign neoplasm of other and unspecified sites	62	2018-02-10 05:15:39	2018-02-10 05:15:39
593	Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs	63	2018-02-10 05:15:39	2018-02-10 05:15:39
594	Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs	63	2018-02-10 05:15:39	2018-02-10 05:15:39
595	Neoplasm of uncertain or unknown behaviour of female genital organs	63	2018-02-10 05:15:39	2018-02-10 05:15:39
596	Neoplasm of uncertain or unknown behaviour of male genital organs	63	2018-02-10 05:15:39	2018-02-10 05:15:39
597	Neoplasm of uncertain or unknown behaviour of urinary organs	63	2018-02-10 05:15:39	2018-02-10 05:15:39
598	Neoplasm of uncertain or unknown behaviour of meninges	63	2018-02-10 05:15:39	2018-02-10 05:15:39
599	Neoplasm of uncertain or unknown behaviour of brain and central nervous system	63	2018-02-10 05:15:39	2018-02-10 05:15:39
600	Neoplasm of uncertain or unknown behaviour of endocrine glands	63	2018-02-10 05:15:39	2018-02-10 05:15:39
601	Polycythaemia vera	63	2018-02-10 05:15:39	2018-02-10 05:15:39
602	Myelodysplastic syndromes	63	2018-02-10 05:15:39	2018-02-10 05:15:39
603	Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue	63	2018-02-10 05:15:39	2018-02-10 05:15:39
604	Neoplasm of uncertain or unknown behaviour of other and unspecified sites	63	2018-02-10 05:15:39	2018-02-10 05:15:39
605	Iron deficiency anaemia	64	2018-02-10 05:15:39	2018-02-10 05:15:39
606	Vitamin B deficiency anaemia	64	2018-02-10 05:15:39	2018-02-10 05:15:39
607	Folate deficiency anaemia	64	2018-02-10 05:15:39	2018-02-10 05:15:39
608	Other nutritional anaemias	64	2018-02-10 05:15:39	2018-02-10 05:15:39
609	Anaemia due to enzyme disorders	65	2018-02-10 05:15:39	2018-02-10 05:15:39
610	Thalassaemia	65	2018-02-10 05:15:39	2018-02-10 05:15:39
611	Sickle-cell disorders	65	2018-02-10 05:15:39	2018-02-10 05:15:39
612	Other hereditary haemolytic anaemias	65	2018-02-10 05:15:39	2018-02-10 05:15:39
613	Acquired haemolytic anaemia	65	2018-02-10 05:15:39	2018-02-10 05:15:39
614	Acquired pure red cell aplasia [erythroblastopenia]	66	2018-02-10 05:15:39	2018-02-10 05:15:39
615	Other aplastic anaemias	66	2018-02-10 05:15:39	2018-02-10 05:15:39
616	Acute posthaemorrhagic anaemia	66	2018-02-10 05:15:39	2018-02-10 05:15:39
617	Anaemia in chronic diseases classified elsewhere	66	2018-02-10 05:15:39	2018-02-10 05:15:39
618	Other anaemias	66	2018-02-10 05:15:39	2018-02-10 05:15:39
619	Disseminated intravascular coagulation [defibrination syndrome]	67	2018-02-10 05:15:39	2018-02-10 05:15:39
620	Hereditary factor VIII deficiency	67	2018-02-10 05:15:39	2018-02-10 05:15:39
621	Hereditary factor IX deficiency	67	2018-02-10 05:15:39	2018-02-10 05:15:39
622	Other coagulation defects	67	2018-02-10 05:15:39	2018-02-10 05:15:39
623	Purpura and other haemorrhagic conditions	67	2018-02-10 05:15:39	2018-02-10 05:15:39
624	Agranulocytosis	68	2018-02-10 05:15:39	2018-02-10 05:15:39
625	Functional disorders of polymorphonuclear neutrophils	68	2018-02-10 05:15:39	2018-02-10 05:15:39
626	Other disorders of white blood cells	68	2018-02-10 05:15:39	2018-02-10 05:15:39
627	Diseases of spleen	68	2018-02-10 05:15:39	2018-02-10 05:15:39
628	Methaemoglobinaemia	68	2018-02-10 05:15:39	2018-02-10 05:15:39
629	Other diseases of blood and blood-forming organs	68	2018-02-10 05:15:39	2018-02-10 05:15:39
630	Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue	68	2018-02-10 05:15:39	2018-02-10 05:15:39
631	Other disorders of blood and blood-forming organs in diseases classified elsewhere	68	2018-02-10 05:15:39	2018-02-10 05:15:39
632	Immunodeficiency with predominantly antibody defects	69	2018-02-10 05:15:39	2018-02-10 05:15:39
633	Combined immunodeficiencies	69	2018-02-10 05:15:39	2018-02-10 05:15:39
634	Immunodeficiency associated with other major defects	69	2018-02-10 05:15:39	2018-02-10 05:15:39
635	Common variable immunodeficiency	69	2018-02-10 05:15:39	2018-02-10 05:15:39
636	Other immunodeficiencies	69	2018-02-10 05:15:39	2018-02-10 05:15:39
637	Sarcoidosis	69	2018-02-10 05:15:39	2018-02-10 05:15:39
638	Other disorders involving the immune mechanism, not elsewhere classified	69	2018-02-10 05:15:39	2018-02-10 05:15:39
639	Congenital iodine-deficiency syndrome	70	2018-02-10 05:15:39	2018-02-10 05:15:39
640	Iodine-deficiency-related thyroid disorders and allied conditions	70	2018-02-10 05:15:39	2018-02-10 05:15:39
641	Subclinical iodine-deficiency hypothyroidism	70	2018-02-10 05:15:39	2018-02-10 05:15:39
642	Other hypothyroidism	70	2018-02-10 05:15:39	2018-02-10 05:15:39
643	Other nontoxic goitre	70	2018-02-10 05:15:39	2018-02-10 05:15:39
644	Thyrotoxicosis [hyperthyroidism]	70	2018-02-10 05:15:39	2018-02-10 05:15:39
645	Thyroiditis	70	2018-02-10 05:15:39	2018-02-10 05:15:39
646	Other disorders of thyroid	70	2018-02-10 05:15:39	2018-02-10 05:15:39
647	Type 1 diabetes mellitus	71	2018-02-10 05:15:39	2018-02-10 05:15:39
648	Type 2 diabetes mellitus	71	2018-02-10 05:15:39	2018-02-10 05:15:39
649	Malnutrition-related diabetes mellitus	71	2018-02-10 05:15:39	2018-02-10 05:15:39
650	Other specified diabetes mellitus	71	2018-02-10 05:15:39	2018-02-10 05:15:39
651	Unspecified diabetes mellitus	71	2018-02-10 05:15:39	2018-02-10 05:15:39
652	Nondiabetic hypoglycaemic coma	72	2018-02-10 05:15:39	2018-02-10 05:15:39
653	Other disorders of pancreatic internal secretion	72	2018-02-10 05:15:39	2018-02-10 05:15:39
654	Hypoparathyroidism	73	2018-02-10 05:15:39	2018-02-10 05:15:39
655	Hyperparathyroidism and other disorders of parathyroid gland	73	2018-02-10 05:15:39	2018-02-10 05:15:39
656	Hyperfunction of pituitary gland	73	2018-02-10 05:15:39	2018-02-10 05:15:39
657	Hypofunction and other disorders of pituitary gland	73	2018-02-10 05:15:39	2018-02-10 05:15:39
658	Cushing syndrome	73	2018-02-10 05:15:39	2018-02-10 05:15:39
659	Adrenogenital disorders	73	2018-02-10 05:15:39	2018-02-10 05:15:39
660	Hyperaldosteronism	73	2018-02-10 05:15:39	2018-02-10 05:15:39
661	Other disorders of adrenal gland	73	2018-02-10 05:15:39	2018-02-10 05:15:39
662	Ovarian dysfunction	73	2018-02-10 05:15:39	2018-02-10 05:15:39
663	Testicular dysfunction	73	2018-02-10 05:15:39	2018-02-10 05:15:39
664	Disorders of puberty, not elsewhere classified	73	2018-02-10 05:15:39	2018-02-10 05:15:39
665	Polyglandular dysfunction	73	2018-02-10 05:15:39	2018-02-10 05:15:39
666	Diseases of thymus	73	2018-02-10 05:15:39	2018-02-10 05:15:39
667	Other endocrine disorders	73	2018-02-10 05:15:39	2018-02-10 05:15:39
668	Disorders of endocrine glands in diseases classified elsewhere	73	2018-02-10 05:15:39	2018-02-10 05:15:39
669	Kwashiorkor	74	2018-02-10 05:15:39	2018-02-10 05:15:39
670	Nutritional marasmus	74	2018-02-10 05:15:39	2018-02-10 05:15:39
671	Marasmic kwashiorkor	74	2018-02-10 05:15:39	2018-02-10 05:15:39
672	Unspecified severe protein-energy malnutrition	74	2018-02-10 05:15:39	2018-02-10 05:15:39
673	Protein-energy malnutrition of moderate and mild degree	74	2018-02-10 05:15:39	2018-02-10 05:15:39
674	Retarded development following protein-energy malnutrition	74	2018-02-10 05:15:39	2018-02-10 05:15:39
675	Unspecified protein-energy malnutrition	74	2018-02-10 05:15:39	2018-02-10 05:15:39
676	Vitamin A deficiency	75	2018-02-10 05:15:39	2018-02-10 05:15:39
677	Thiamine deficiency	75	2018-02-10 05:15:39	2018-02-10 05:15:39
678	Niacin deficiency [pellagra]	75	2018-02-10 05:15:39	2018-02-10 05:15:39
679	Deficiency of other B group vitamins	75	2018-02-10 05:15:39	2018-02-10 05:15:39
680	Ascorbic acid deficiency	75	2018-02-10 05:15:39	2018-02-10 05:15:39
681	Vitamin D deficiency	75	2018-02-10 05:15:39	2018-02-10 05:15:39
682	Other vitamin deficiencies	75	2018-02-10 05:15:39	2018-02-10 05:15:39
683	Dietary calcium deficiency	75	2018-02-10 05:15:39	2018-02-10 05:15:39
684	Dietary selenium deficiency	75	2018-02-10 05:15:39	2018-02-10 05:15:39
685	Dietary zinc deficiency	75	2018-02-10 05:15:39	2018-02-10 05:15:39
686	Deficiency of other nutrient elements	75	2018-02-10 05:15:39	2018-02-10 05:15:39
687	Other nutritional deficiencies	75	2018-02-10 05:15:39	2018-02-10 05:15:39
688	Sequelae of malnutrition and other nutritional deficiencies	75	2018-02-10 05:15:39	2018-02-10 05:15:39
689	Localized adiposity	76	2018-02-10 05:15:39	2018-02-10 05:15:39
690	Obesity	76	2018-02-10 05:15:39	2018-02-10 05:15:39
691	Other hyperalimentation	76	2018-02-10 05:15:39	2018-02-10 05:15:39
692	Sequelae of hyperalimentation	76	2018-02-10 05:15:39	2018-02-10 05:15:39
693	Disorders of aromatic amino-acid metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
694	Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
695	Other disorders of amino-acid metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
696	Lactose intolerance	77	2018-02-10 05:15:39	2018-02-10 05:15:39
697	Other disorders of carbohydrate metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
698	Disorders of sphingolipid metabolism and other lipid storage disorders	77	2018-02-10 05:15:39	2018-02-10 05:15:39
699	Disorders of glycosaminoglycan metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
700	Disorders of glycoprotein metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
701	Disorders of lipoprotein metabolism and other lipidaemias	77	2018-02-10 05:15:39	2018-02-10 05:15:39
702	Disorders of purine and pyrimidine metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
703	Disorders of porphyrin and bilirubin metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
704	Disorders of mineral metabolism	77	2018-02-10 05:15:39	2018-02-10 05:15:39
705	Cystic fibrosis	77	2018-02-10 05:15:39	2018-02-10 05:15:39
706	Amyloidosis	77	2018-02-10 05:15:39	2018-02-10 05:15:39
707	Volume depletion	77	2018-02-10 05:15:39	2018-02-10 05:15:39
708	Other disorders of fluid, electrolyte and acid-base balance	77	2018-02-10 05:15:39	2018-02-10 05:15:39
709	Other metabolic disorders	77	2018-02-10 05:15:39	2018-02-10 05:15:39
710	Postprocedural endocrine and metabolic disorders, not elsewhere classified	77	2018-02-10 05:15:39	2018-02-10 05:15:39
711	Nutritional and metabolic disorders in diseases classified elsewhere	77	2018-02-10 05:15:39	2018-02-10 05:15:39
712	Dementia in Alzheimer disease	78	2018-02-10 05:15:39	2018-02-10 05:15:39
713	Vascular dementia	78	2018-02-10 05:15:39	2018-02-10 05:15:39
714	Dementia in other diseases classified elsewhere	78	2018-02-10 05:15:39	2018-02-10 05:15:39
715	Unspecified dementia	78	2018-02-10 05:15:39	2018-02-10 05:15:39
716	Organic amnesic syndrome, not induced by alcohol and other psychoactive substances	78	2018-02-10 05:15:39	2018-02-10 05:15:39
717	Delirium, not induced by alcohol and other psychoactive substances	78	2018-02-10 05:15:39	2018-02-10 05:15:39
718	Other mental disorders due to brain damage and dysfunction and to physical disease	78	2018-02-10 05:15:39	2018-02-10 05:15:39
719	Personality and behavioural disorders due to brain disease, damage and dysfunction	78	2018-02-10 05:15:39	2018-02-10 05:15:39
720	Unspecified organic or symptomatic mental disorder	78	2018-02-10 05:15:39	2018-02-10 05:15:39
721	Mental and behavioural disorders due to use of alcohol	79	2018-02-10 05:15:39	2018-02-10 05:15:39
722	Mental and behavioural disorders due to use of opioids	79	2018-02-10 05:15:39	2018-02-10 05:15:39
723	Mental and behavioural disorders due to use of cannabinoids	79	2018-02-10 05:15:39	2018-02-10 05:15:39
724	Mental and behavioural disorders due to use of sedatives or hypnotics	79	2018-02-10 05:15:39	2018-02-10 05:15:39
725	Mental and behavioural disorders due to use of cocaine	79	2018-02-10 05:15:39	2018-02-10 05:15:39
726	Mental and behavioural disorders due to use of other stimulants, including caffeine	79	2018-02-10 05:15:39	2018-02-10 05:15:39
727	Mental and behavioural disorders due to use of hallucinogens	79	2018-02-10 05:15:39	2018-02-10 05:15:39
728	Mental and behavioural disorders due to use of tobacco	79	2018-02-10 05:15:39	2018-02-10 05:15:39
729	Mental and behavioural disorders due to use of volatile solvents	79	2018-02-10 05:15:39	2018-02-10 05:15:39
730	Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances	79	2018-02-10 05:15:39	2018-02-10 05:15:39
731	Schizophrenia	80	2018-02-10 05:15:39	2018-02-10 05:15:39
732	Schizotypal disorder	80	2018-02-10 05:15:39	2018-02-10 05:15:39
733	Persistent delusional disorders	80	2018-02-10 05:15:39	2018-02-10 05:15:39
734	Acute and transient psychotic disorders	80	2018-02-10 05:15:39	2018-02-10 05:15:39
735	Induced delusional disorder	80	2018-02-10 05:15:39	2018-02-10 05:15:39
736	Schizoaffective disorders	80	2018-02-10 05:15:39	2018-02-10 05:15:39
737	Other nonorganic psychotic disorders	80	2018-02-10 05:15:39	2018-02-10 05:15:39
738	Unspecified nonorganic psychosis	80	2018-02-10 05:15:39	2018-02-10 05:15:39
739	Manic episode	81	2018-02-10 05:15:39	2018-02-10 05:15:39
740	Bipolar affective disorder	81	2018-02-10 05:15:39	2018-02-10 05:15:39
741	Depressive episode	81	2018-02-10 05:15:39	2018-02-10 05:15:39
742	Recurrent depressive disorder	81	2018-02-10 05:15:39	2018-02-10 05:15:39
743	Persistent mood [affective] disorders	81	2018-02-10 05:15:39	2018-02-10 05:15:39
744	Other mood [affective] disorders	81	2018-02-10 05:15:39	2018-02-10 05:15:39
745	Unspecified mood [affective] disorder	81	2018-02-10 05:15:39	2018-02-10 05:15:39
746	Phobic anxiety disorders	82	2018-02-10 05:15:39	2018-02-10 05:15:39
747	Other anxiety disorders	82	2018-02-10 05:15:39	2018-02-10 05:15:39
748	Obsessive-compulsive disorder	82	2018-02-10 05:15:39	2018-02-10 05:15:39
749	Reaction to severe stress, and adjustment disorders	82	2018-02-10 05:15:39	2018-02-10 05:15:39
750	Dissociative [conversion] disorders	82	2018-02-10 05:15:39	2018-02-10 05:15:39
751	Somatoform disorders	82	2018-02-10 05:15:39	2018-02-10 05:15:39
752	Other neurotic disorders	82	2018-02-10 05:15:39	2018-02-10 05:15:39
753	Eating disorders	83	2018-02-10 05:15:39	2018-02-10 05:15:39
754	Nonorganic sleep disorders	83	2018-02-10 05:15:39	2018-02-10 05:15:39
755	Sexual dysfunction, not caused by organic disorder or disease	83	2018-02-10 05:15:39	2018-02-10 05:15:39
756	Mental and behavioural disorders associated with the puerperium, not elsewhere classified	83	2018-02-10 05:15:39	2018-02-10 05:15:39
757	Psychological and behavioural factors associated with disorders or diseases classified elsewhere	83	2018-02-10 05:15:39	2018-02-10 05:15:39
758	Abuse of non-dependence-producing substances	83	2018-02-10 05:15:39	2018-02-10 05:15:39
759	Unspecified behavioural syndromes associated with physiological disturbances and physical factors	83	2018-02-10 05:15:39	2018-02-10 05:15:39
760	Specific personality disorders	84	2018-02-10 05:15:39	2018-02-10 05:15:39
761	Mixed and other personality disorders	84	2018-02-10 05:15:39	2018-02-10 05:15:39
762	Enduring personality changes, not attributable to brain damage and disease	84	2018-02-10 05:15:39	2018-02-10 05:15:39
763	Habit and impulse disorders	84	2018-02-10 05:15:39	2018-02-10 05:15:39
764	Gender identity disorders	84	2018-02-10 05:15:39	2018-02-10 05:15:39
765	Disorders of sexual preference	84	2018-02-10 05:15:39	2018-02-10 05:15:39
766	Psychological and behavioural disorders associated with sexual development and orientation	84	2018-02-10 05:15:39	2018-02-10 05:15:39
767	Other disorders of adult personality and behaviour	84	2018-02-10 05:15:39	2018-02-10 05:15:39
768	Unspecified disorder of adult personality and behaviour	84	2018-02-10 05:15:39	2018-02-10 05:15:39
769	Mild mental retardation	85	2018-02-10 05:15:39	2018-02-10 05:15:39
770	Moderate mental retardation	85	2018-02-10 05:15:39	2018-02-10 05:15:39
771	Severe mental retardation	85	2018-02-10 05:15:39	2018-02-10 05:15:39
772	Profound mental retardation	85	2018-02-10 05:15:39	2018-02-10 05:15:39
773	Other mental retardation	85	2018-02-10 05:15:39	2018-02-10 05:15:39
774	Unspecified mental retardation	85	2018-02-10 05:15:39	2018-02-10 05:15:39
775	Specific developmental disorders of speech and language	86	2018-02-10 05:15:39	2018-02-10 05:15:39
776	Specific developmental disorders of scholastic skills	86	2018-02-10 05:15:39	2018-02-10 05:15:39
777	Specific developmental disorder of motor function	86	2018-02-10 05:15:39	2018-02-10 05:15:39
778	Mixed specific developmental disorders	86	2018-02-10 05:15:39	2018-02-10 05:15:39
779	Pervasive developmental disorders	86	2018-02-10 05:15:39	2018-02-10 05:15:39
780	Other disorders of psychological development	86	2018-02-10 05:15:39	2018-02-10 05:15:39
781	Unspecified disorder of psychological development	86	2018-02-10 05:15:39	2018-02-10 05:15:39
782	Hyperkinetic disorders	87	2018-02-10 05:15:39	2018-02-10 05:15:39
783	Conduct disorders	87	2018-02-10 05:15:39	2018-02-10 05:15:39
784	Mixed disorders of conduct and emotions	87	2018-02-10 05:15:39	2018-02-10 05:15:39
785	Emotional disorders with onset specific to childhood	87	2018-02-10 05:15:39	2018-02-10 05:15:39
786	Disorders of social functioning with onset specific to childhood and adolescence	87	2018-02-10 05:15:39	2018-02-10 05:15:39
787	Tic disorders	87	2018-02-10 05:15:39	2018-02-10 05:15:39
788	Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence	87	2018-02-10 05:15:39	2018-02-10 05:15:39
789	Mental disorder, not otherwise specified	88	2018-02-10 05:15:39	2018-02-10 05:15:39
790	Bacterial meningitis, not elsewhere classified	89	2018-02-10 05:15:39	2018-02-10 05:15:39
791	Meningitis in bacterial diseases classified elsewhere	89	2018-02-10 05:15:39	2018-02-10 05:15:39
792	Meningitis in other infectious and parasitic diseases classified elsewhere	89	2018-02-10 05:15:39	2018-02-10 05:15:39
793	Meningitis due to other and unspecified causes	89	2018-02-10 05:15:39	2018-02-10 05:15:39
794	Encephalitis, myelitis and encephalomyelitis	89	2018-02-10 05:15:39	2018-02-10 05:15:39
795	Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere	89	2018-02-10 05:15:39	2018-02-10 05:15:39
796	Intracranial and intraspinal abscess and granuloma	89	2018-02-10 05:15:39	2018-02-10 05:15:39
797	Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere	89	2018-02-10 05:15:39	2018-02-10 05:15:39
798	Intracranial and intraspinal phlebitis and thrombophlebitis	89	2018-02-10 05:15:39	2018-02-10 05:15:39
799	Sequelae of inflammatory diseases of central nervous system	89	2018-02-10 05:15:39	2018-02-10 05:15:39
800	Huntington disease	90	2018-02-10 05:15:39	2018-02-10 05:15:39
801	Hereditary ataxia	90	2018-02-10 05:15:39	2018-02-10 05:15:39
802	Spinal muscular atrophy and related syndromes	90	2018-02-10 05:15:39	2018-02-10 05:15:39
803	Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere	90	2018-02-10 05:15:39	2018-02-10 05:15:39
804	Postpolio syndrome	90	2018-02-10 05:15:39	2018-02-10 05:15:39
805	Parkinson disease	91	2018-02-10 05:15:39	2018-02-10 05:15:39
806	Secondary parkinsonism	91	2018-02-10 05:15:39	2018-02-10 05:15:39
807	Parkinsonism in diseases classified elsewhere	91	2018-02-10 05:15:39	2018-02-10 05:15:39
808	Other degenerative diseases of basal ganglia	91	2018-02-10 05:15:39	2018-02-10 05:15:39
809	Dystonia	91	2018-02-10 05:15:39	2018-02-10 05:15:39
810	Other extrapyramidal and movement disorders	91	2018-02-10 05:15:39	2018-02-10 05:15:39
811	Extrapyramidal and movement disorders in diseases classified elsewhere	91	2018-02-10 05:15:39	2018-02-10 05:15:39
812	Alzheimer disease	92	2018-02-10 05:15:39	2018-02-10 05:15:39
813	Other degenerative diseases of nervous system, not elsewhere classified	92	2018-02-10 05:15:39	2018-02-10 05:15:39
814	Other degenerative disorders of nervous system in diseases classified elsewhere	92	2018-02-10 05:15:39	2018-02-10 05:15:39
815	Multiple sclerosis	93	2018-02-10 05:15:39	2018-02-10 05:15:39
816	Other acute disseminated demyelination	93	2018-02-10 05:15:39	2018-02-10 05:15:39
817	Other demyelinating diseases of central nervous system	93	2018-02-10 05:15:39	2018-02-10 05:15:39
818	Epilepsy	94	2018-02-10 05:15:39	2018-02-10 05:15:39
819	Status epilepticus	94	2018-02-10 05:15:39	2018-02-10 05:15:39
820	Migraine	94	2018-02-10 05:15:39	2018-02-10 05:15:39
821	Other headache syndromes	94	2018-02-10 05:15:39	2018-02-10 05:15:39
822	Transient cerebral ischaemic attacks and related syndromes	94	2018-02-10 05:15:39	2018-02-10 05:15:39
823	Vascular syndromes of brain in cerebrovascular diseases	94	2018-02-10 05:15:39	2018-02-10 05:15:39
824	Sleep disorders	94	2018-02-10 05:15:39	2018-02-10 05:15:39
825	Disorders of trigeminal nerve	95	2018-02-10 05:15:39	2018-02-10 05:15:39
826	Facial nerve disorders	95	2018-02-10 05:15:39	2018-02-10 05:15:39
827	Disorders of other cranial nerves	95	2018-02-10 05:15:39	2018-02-10 05:15:39
828	Cranial nerve disorders in diseases classified elsewhere	95	2018-02-10 05:15:39	2018-02-10 05:15:39
829	Nerve root and plexus disorders	95	2018-02-10 05:15:39	2018-02-10 05:15:39
830	Nerve root and plexus compressions in diseases classified elsewhere	95	2018-02-10 05:15:39	2018-02-10 05:15:39
831	Mononeuropathies of upper limb	95	2018-02-10 05:15:39	2018-02-10 05:15:39
832	Mononeuropathies of lower limb	95	2018-02-10 05:15:39	2018-02-10 05:15:39
833	Other mononeuropathies	95	2018-02-10 05:15:39	2018-02-10 05:15:39
834	Mononeuropathy in diseases classified elsewhere	95	2018-02-10 05:15:39	2018-02-10 05:15:39
835	Hereditary and idiopathic neuropathy	96	2018-02-10 05:15:39	2018-02-10 05:15:39
836	Inflammatory polyneuropathy	96	2018-02-10 05:15:39	2018-02-10 05:15:39
837	Other polyneuropathies	96	2018-02-10 05:15:39	2018-02-10 05:15:39
838	Polyneuropathy in diseases classified elsewhere	96	2018-02-10 05:15:39	2018-02-10 05:15:39
839	Other disorders of peripheral nervous system	96	2018-02-10 05:15:39	2018-02-10 05:15:39
840	Myasthenia gravis and other myoneural disorders	97	2018-02-10 05:15:39	2018-02-10 05:15:39
841	Primary disorders of muscles	97	2018-02-10 05:15:39	2018-02-10 05:15:39
842	Other myopathies	97	2018-02-10 05:15:39	2018-02-10 05:15:39
843	Disorders of myoneural junction and muscle in diseases classified elsewhere	97	2018-02-10 05:15:39	2018-02-10 05:15:39
844	Cerebral palsy	98	2018-02-10 05:15:39	2018-02-10 05:15:39
845	Hemiplegia	98	2018-02-10 05:15:39	2018-02-10 05:15:39
846	Paraplegia and tetraplegia	98	2018-02-10 05:15:39	2018-02-10 05:15:39
847	Other paralytic syndromes	98	2018-02-10 05:15:39	2018-02-10 05:15:39
848	Disorders of autonomic nervous system	99	2018-02-10 05:15:39	2018-02-10 05:15:39
849	Hydrocephalus	99	2018-02-10 05:15:39	2018-02-10 05:15:39
850	Toxic encephalopathy	99	2018-02-10 05:15:39	2018-02-10 05:15:39
851	Other disorders of brain	99	2018-02-10 05:15:39	2018-02-10 05:15:39
852	Other disorders of brain in diseases classified elsewhere	99	2018-02-10 05:15:39	2018-02-10 05:15:39
853	Other diseases of spinal cord	99	2018-02-10 05:15:39	2018-02-10 05:15:39
854	Other disorders of central nervous system	99	2018-02-10 05:15:39	2018-02-10 05:15:39
855	Postprocedural disorders of nervous system, not elsewhere classified	99	2018-02-10 05:15:39	2018-02-10 05:15:39
856	Other disorders of nervous system, not elsewhere classified	99	2018-02-10 05:15:39	2018-02-10 05:15:39
